Service,Title,Date,Score,Body
The Norwich,Mixed,6/10/2015,3,"I wear hearing aids. Doctors call for patients from waiting room to go into their consulting rooms and speak too quietly, so I don't hear. Then they end up shouting. It would be better if they had an electronic board to use for names to go on when doctors are ready for you. They are poor for hearing impairment. They think you're stupid because you don't hear. There is a lack of recognition of hearing impairment with health services generally.

I don't like the practice of 'fobbing' people off with seeing Practice Nurse rather than the GP. Practice Nurses are fine, but not the GP and I know when I need to see a GP rather than a Practice Nurse. One time I went to the Nurse who asked me how much coffee I drank and told me, as I drank 5 cups a day, I should drink decaf. When I asked why, she didn't know! She just said she'd been told to say that.

1 GP (a locum) is brilliant. Waiting times to get an appointment with a GP slightly better than getting an appointment to see a nurse."
The Norwich,More continuity of care needed,6/10/2015,2,"I would like more continuity of care, seeing the same doctor. When you have an ongoing problem you don't want to keep explaining your history to different doctors all the time. Treatment explanation - they don't always listen to me so have not awarded any stars. Quality of care a bit mixed."
The Norwich,no  rota available for a month ahead,4/30/2016,3,"When a doctor suggests seeing you in a month, there is no rota available and it is suggested you ring back in 2 weeks by which time there are no appointments.  No contihuity of doctors to review your problem."
The Norwich,no communication between patients and,7/1/2021,1,"extremely long queues on the phone, even getting cut off during conversations,  rude reception staff. practice manager refuses to speak to patients.  low staff morale.  no regular GPs, actually rarely see a gp. treatments and tests not explained. treated more like meat than humans. a animals get treated better."
The Norwich,Not able to produce the service,3/11/2015,1,"Very poor, not able to provide service as member of staff on holiday, no one else able to do it.  At surgery for half an hour awaiting a satisfactory outcome.  Referred to Allied - superb service."
The Norwich,Not enough doctors,2/5/2016,3,There aren't enough doctors. The nurses are ok but they aren't doctors
The Norwich,Not much delay for an 'on the day' appt.,3/28/2017,4,Drs give everyone time during the appointments so there sometimes there is a slight delay in the waiting room. There isn't much delay in getting an 'on the day' appointment but others can take 3-4 days for specific clinicians.
The Norwich,Often can't get an appointment,3/28/2017,3,You often can't get an appointment on the day and sometimes it takes 2-3 weeks
The Norwich,Outstanding,3/30/2016,5,Even when I go in to make an appointment the receptionists ask how we are. When I was struggling the GP prescribed me meds and even gave me a hug! Outstanding.
The Norwich,Overall good,5/28/2016,4,Overal Norwich Rd. Surgery has a very good appointment system
The Norwich,Overall I'm pretty satisfied,3/28/2017,4,Overall I'm pretty satisfied. there are no real issues and I can usually get an appointment on the day
The Norwich,Overall ok but I had a bad experience,9/26/2018,4,Overall the surgery is ok. I have asthma and when I had a bad chest I called for an appointment-receptionist said two weeks. The next day I was worse and called again and I was told to go to hospital! I don't think the receptionist knew about asthma.
The Norwich,Phone call,6/10/2020,1,"I was told by a receptionist that the doctors a very busy, how are they busy when they are restricting the number of patients that they see. ???"
The Norwich,poor,1/19/2016,1,"no appointment despite phoning repeatedly at 8 am,
My two daughters (1.5 and 2.5 yrs) have bad coughs and I phoned at 8 am today for a GP appointment but I couldn't get through despite caling many times from 8 am until 8,12 am.  When I got through at 8,12 am they said they are full; call back after 12 noon and they will make apt, for Riverside after 6 pm but this too late for my children.  This has happened twice before."
The Norwich,Poor - no result from attending.,1/8/2017,1,Because I didn't get any result from going there.
The Norwich,Poor customer service from reception.,3/30/2021,2,"The booking staff are not at all helpful or willing to help you politely. If a booking has been cancelled or moved to another day by them, they did not notify us of any changes. Its happened to us more than three times ! There are other things we're not happy about so we are registering at another surgery. Have been at Norwich Rd for many years, but over time it's gradually got worst due to the bad staff (not the doctors as majority of the doctors are good)."
